Bird Name,Audio File Name,Path,class_id
OVENBIRD,XC118066.wav,OVENBIRD/XC118066.wav,0
OVENBIRD,XC123159.wav,OVENBIRD/XC123159.wav,0
OVENBIRD,XC120861.wav,OVENBIRD/XC120861.wav,0
OVENBIRD,XC134519.wav,OVENBIRD/XC134519.wav,0
OVENBIRD,XC135103.wav,OVENBIRD/XC135103.wav,0
OVENBIRD,XC132054.wav,OVENBIRD/XC132054.wav,0
OVENBIRD,XC137721.wav,OVENBIRD/XC137721.wav,0
OVENBIRD,XC137909.wav,OVENBIRD/XC137909.wav,0
OVENBIRD,XC138059.wav,OVENBIRD/XC138059.wav,0
OVENBIRD,XC142334.wav,OVENBIRD/XC142334.wav,0
OVENBIRD,XC139878.wav,OVENBIRD/XC139878.wav,0
OVENBIRD,XC140676.wav,OVENBIRD/XC140676.wav,0
OVENBIRD,XC140260.wav,OVENBIRD/XC140260.wav,0
OVENBIRD,XC142342.wav,OVENBIRD/XC142342.wav,0
OVENBIRD,XC143938.wav,OVENBIRD/XC143938.wav,0
OVENBIRD,XC147475.wav,OVENBIRD/XC147475.wav,0
OVENBIRD,XC147476.wav,OVENBIRD/XC147476.wav,0
OVENBIRD,XC147477.wav,OVENBIRD/XC147477.wav,0
OVENBIRD,XC149483.wav,OVENBIRD/XC149483.wav,0
OVENBIRD,XC149482.wav,OVENBIRD/XC149482.wav,0
OVENBIRD,XC149481.wav,OVENBIRD/XC149481.wav,0
OVENBIRD,XC149489.wav,OVENBIRD/XC149489.wav,0
OVENBIRD,XC149487.wav,OVENBIRD/XC149487.wav,0
OVENBIRD,XC149486.wav,OVENBIRD/XC149486.wav,0
OVENBIRD,XC149484.wav,OVENBIRD/XC149484.wav,0
OVENBIRD,XC149490.wav,OVENBIRD/XC149490.wav,0
OVENBIRD,XC149491.wav,OVENBIRD/XC149491.wav,0
OVENBIRD,XC149492.wav,OVENBIRD/XC149492.wav,0
OVENBIRD,XC149494.wav,OVENBIRD/XC149494.wav,0
OVENBIRD,XC149493.wav,OVENBIRD/XC149493.wav,0
OVENBIRD,XC177071.wav,OVENBIRD/XC177071.wav,0
OVENBIRD,XC149495.wav,OVENBIRD/XC149495.wav,0
OVENBIRD,XC17097.wav,OVENBIRD/XC17097.wav,0
OVENBIRD,XC178052.wav,OVENBIRD/XC178052.wav,0
OVENBIRD,XC165471.wav,OVENBIRD/XC165471.wav,0
OVENBIRD,XC179782.wav,OVENBIRD/XC179782.wav,0
OVENBIRD,XC179191.wav,OVENBIRD/XC179191.wav,0
OVENBIRD,XC188822.wav,OVENBIRD/XC188822.wav,0
OVENBIRD,XC182703.wav,OVENBIRD/XC182703.wav,0
OVENBIRD,XC189981.wav,OVENBIRD/XC189981.wav,0
OVENBIRD,XC211357.wav,OVENBIRD/XC211357.wav,0
OVENBIRD,XC240925.wav,OVENBIRD/XC240925.wav,0
OVENBIRD,XC206462.wav,OVENBIRD/XC206462.wav,0
OVENBIRD,XC189982.wav,OVENBIRD/XC189982.wav,0
OVENBIRD,XC246329.wav,OVENBIRD/XC246329.wav,0
OVENBIRD,XC285006.wav,OVENBIRD/XC285006.wav,0
OVENBIRD,XC244523.wav,OVENBIRD/XC244523.wav,0
OVENBIRD,XC252960.wav,OVENBIRD/XC252960.wav,0
OVENBIRD,XC251800.wav,OVENBIRD/XC251800.wav,0
OVENBIRD,XC254459.wav,OVENBIRD/XC254459.wav,0
OVENBIRD,XC288807.wav,OVENBIRD/XC288807.wav,0
OVENBIRD,XC298777.wav,OVENBIRD/XC298777.wav,0
OVENBIRD,XC294010.wav,OVENBIRD/XC294010.wav,0
OVENBIRD,XC314962.wav,OVENBIRD/XC314962.wav,0
OVENBIRD,XC315690.wav,OVENBIRD/XC315690.wav,0
OVENBIRD,XC320845.wav,OVENBIRD/XC320845.wav,0
OVENBIRD,XC320036.wav,OVENBIRD/XC320036.wav,0
OVENBIRD,XC325221.wav,OVENBIRD/XC325221.wav,0
OVENBIRD,XC316041.wav,OVENBIRD/XC316041.wav,0
OVENBIRD,XC318948.wav,OVENBIRD/XC318948.wav,0
OVENBIRD,XC325407.wav,OVENBIRD/XC325407.wav,0
OVENBIRD,XC319177.wav,OVENBIRD/XC319177.wav,0
OVENBIRD,XC320844.wav,OVENBIRD/XC320844.wav,0
OVENBIRD,XC320038.wav,OVENBIRD/XC320038.wav,0
OVENBIRD,XC327743.wav,OVENBIRD/XC327743.wav,0
OVENBIRD,XC363868.wav,OVENBIRD/XC363868.wav,0
OVENBIRD,XC329889.wav,OVENBIRD/XC329889.wav,0
OVENBIRD,XC340321.wav,OVENBIRD/XC340321.wav,0
OVENBIRD,XC359424.wav,OVENBIRD/XC359424.wav,0
OVENBIRD,XC358344.wav,OVENBIRD/XC358344.wav,0
OVENBIRD,XC367002.wav,OVENBIRD/XC367002.wav,0
OVENBIRD,XC379049.wav,OVENBIRD/XC379049.wav,0
OVENBIRD,XC377068.wav,OVENBIRD/XC377068.wav,0
OVENBIRD,XC385690.wav,OVENBIRD/XC385690.wav,0
OVENBIRD,XC415437.wav,OVENBIRD/XC415437.wav,0
OVENBIRD,XC417447.wav,OVENBIRD/XC417447.wav,0
OVENBIRD,XC381797.wav,OVENBIRD/XC381797.wav,0
OVENBIRD,XC407391.wav,OVENBIRD/XC407391.wav,0
OVENBIRD,XC416779.wav,OVENBIRD/XC416779.wav,0
OVENBIRD,XC418148.wav,OVENBIRD/XC418148.wav,0
OVENBIRD,XC413330.wav,OVENBIRD/XC413330.wav,0
OVENBIRD,XC418563.wav,OVENBIRD/XC418563.wav,0
OVENBIRD,XC419729.wav,OVENBIRD/XC419729.wav,0
OVENBIRD,XC419727.wav,OVENBIRD/XC419727.wav,0
OVENBIRD,XC420730.wav,OVENBIRD/XC420730.wav,0
OVENBIRD,XC421300.wav,OVENBIRD/XC421300.wav,0
OVENBIRD,XC420847.wav,OVENBIRD/XC420847.wav,0
OVENBIRD,XC420838.wav,OVENBIRD/XC420838.wav,0
OVENBIRD,XC437581.wav,OVENBIRD/XC437581.wav,0
OVENBIRD,XC421877.wav,OVENBIRD/XC421877.wav,0
OVENBIRD,XC479481.wav,OVENBIRD/XC479481.wav,0
OVENBIRD,XC441641.wav,OVENBIRD/XC441641.wav,0
OVENBIRD,XC450716.wav,OVENBIRD/XC450716.wav,0
OVENBIRD,XC486977.wav,OVENBIRD/XC486977.wav,0
OVENBIRD,XC486978.wav,OVENBIRD/XC486978.wav,0
OVENBIRD,XC502057.wav,OVENBIRD/XC502057.wav,0
OVENBIRD,XC486980.wav,OVENBIRD/XC486980.wav,0
OVENBIRD,XC78877.wav,OVENBIRD/XC78877.wav,0
OVENBIRD,XC77882.wav,OVENBIRD/XC77882.wav,0
OVENBIRD,XC499565.wav,OVENBIRD/XC499565.wav,0
BALD EAGLE,XC149273.wav,BALD EAGLE/XC149273.wav,1
BALD EAGLE,XC149271.wav,BALD EAGLE/XC149271.wav,1
BALD EAGLE,XC149276.wav,BALD EAGLE/XC149276.wav,1
BALD EAGLE,XC141749.wav,BALD EAGLE/XC141749.wav,1
BALD EAGLE,XC149270.wav,BALD EAGLE/XC149270.wav,1
BALD EAGLE,XC149275.wav,BALD EAGLE/XC149275.wav,1
BALD EAGLE,XC150215.wav,BALD EAGLE/XC150215.wav,1
BALD EAGLE,XC169752.wav,BALD EAGLE/XC169752.wav,1
BALD EAGLE,XC149277.wav,BALD EAGLE/XC149277.wav,1
BALD EAGLE,XC167952.wav,BALD EAGLE/XC167952.wav,1
BALD EAGLE,XC160915.wav,BALD EAGLE/XC160915.wav,1
BALD EAGLE,XC177185.wav,BALD EAGLE/XC177185.wav,1
BALD EAGLE,XC150216.wav,BALD EAGLE/XC150216.wav,1
BALD EAGLE,XC165314.wav,BALD EAGLE/XC165314.wav,1
BALD EAGLE,XC191961.wav,BALD EAGLE/XC191961.wav,1
BALD EAGLE,XC205516.wav,BALD EAGLE/XC205516.wav,1
